replicate,first_CG23_failure,first_anytime_failure,terminal_k,terminal_risk
5119,0,0,2,0.00019490774170161456
5120,0,0,1,1.8133033951515902e-05
5121,0,0,1,9.694412249898152e-05
5122,0,0,1,0.00013011628922371984
5123,0,0,2,6.221291444881179e-05
5124,0,0,1,1.3927889488502114e-06
5125,0,0,2,0.0005489579176227229
5126,0,0,2,0.00022872586970550902
5127,0,0,2,0.00015471278303542068
5128,0,0,2,5.032301105126902e-05
5129,0,0,2,0.00024200168223834784
5130,0,0,2,3.331880723690609e-05
5131,0,0,1,7.454789918056241e-05
5132,0,0,2,0.00038432442227454954
5133,0,0,2,0.0003149901967716591
5134,0,0,2,4.8305143276760606e-05
5135,0,0,2,0.000220046048019252
5136,0,0,2,0.00010526552914734615
5137,0,0,2,5.1146815149144197e-05
5138,0,0,1,3.651561869456983e-05
5139,0,0,2,7.87761741804617e-05
5140,0,0,2,0.00013776647318290643
5141,0,0,1,3.111107419536153e-05
5142,0,0,1,3.323021378141599e-05
5143,0,0,2,0.0003357226747957205
5144,0,0,2,6.670230088433691e-05
5145,0,0,2,0.00015905799244332754
5146,0,0,2,0.0005821618604507689
5147,0,0,1,9.813372426301362e-05
5148,0,0,1,0.0004177390216870019
5149,0,0,2,0.00010255916279647916
5150,0,0,2,0.00021106577300045312
5151,0,0,2,0.00037867140355672435
5152,0,0,2,0.0005873418789573226
5153,0,0,2,0.00012894292242415038
5154,0,0,2,7.907082812158274e-05
5155,0,0,2,0.00010463668755800515
5156,0,0,1,4.761860494089509e-05
5157,0,0,2,0.00016976884374514351
5158,0,0,2,0.00034835190933092566
5159,0,0,2,0.00026367442846515207
5160,0,0,2,0.0006097078084372605
5161,0,0,2,0.0003199506572008089
5162,0,0,2,5.1303033323681996e-05
5163,2760,0,2,0.0002855088614603763
5164,0,0,2,0.00039448135018614995
5165,0,0,2,0.00024279677075768018
5166,0,0,2,8.34282748491756e-05
5167,0,0,2,0.0001400939030466414
5168,0,0,2,0.0002992971828916828
5169,0,0,2,0.0001618793260123722
5170,0,0,2,3.5355121107904226e-05
5171,0,0,2,0.0006425348578082236
5172,0,0,2,0.00012747142076152652
5173,0,0,2,0.00022186329766666057
5174,0,0,2,0.00032805592517950836
5175,0,0,1,0.00021529316088817821
5176,0,0,2,0.0005678312314249544
5177,0,0,2,6.200592463767362e-05
5178,0,0,2,0.00016372770849429967
5179,0,0,2,6.077194553033957e-05
5180,0,0,2,0.00041019372450745354
5181,0,0,2,0.00034807110876395854
5182,0,0,2,0.000411726879662364
5183,0,0,1,0.00016855072519520334
5184,0,0,2,7.68180279195878e-05
5185,0,0,2,5.39438387203057e-05
5186,0,0,2,0.00045688861168553883
5187,0,0,2,0.00018487518300672353
5188,0,0,2,0.0004153080265186813
5189,0,0,2,0.00031860898865089076
5190,0,0,2,0.00025077075178346457
5191,0,0,2,0.0006623052063102658
5192,0,0,1,4.789605562155855e-05
5193,0,0,2,0.00018908854677499007
5194,0,0,2,0.000336885913002094
5195,0,0,2,0.0008827525373649123
5196,0,0,1,0.0001502217211875512
5197,0,0,1,2.661007853064128e-05
5198,0,0,2,0.00023726780543428734
5199,0,0,2,6.207207269737154e-05
5200,235,0,1,1.1825456683954856e-05
5201,0,0,2,0.00026991737052176604
5202,0,0,1,0.00015052150952689936
5203,0,0,2,0.0003762523484690428
5204,0,0,2,0.000155485607082826
5205,0,0,2,0.0002999255563319081
5206,0,0,2,0.0004513216309391064
5207,0,0,2,0.0005672512890283862
5208,0,0,2,0.00023713955900576012
5209,0,0,2,0.00039187666191518476
5210,0,0,2,0.0001525938237048022
5211,0,0,2,0.00015498704517591491
5212,0,0,2,0.00017527171582220347
5213,0,0,2,0.00023730063815574447
5214,0,0,2,4.6683706465722856e-05
5215,0,0,2,0.00012140385258831966
5216,0,0,2,5.288202898111958e-06
5217,0,0,2,8.401908835036156e-05
5218,0,0,2,0.0001560232828388804
5219,0,0,2,0.0005099862729371868
5220,31,0,2,5.711446630071644e-05
5221,0,0,2,0.0001343269441512544
5222,0,0,2,0.00011585907710776359
5223,0,0,2,0.0001158509241210114
5224,0,0,2,0.0002560554200107271
5225,0,0,2,0.0005009129573631353
5226,0,0,2,0.0002793417885265021
5227,0,0,2,0.00020154751220742182
5228,7,0,2,0.00030429138423073766
5229,0,0,2,0.0002765204869970432
5230,0,0,2,0.00024056931209132137
5231,0,0,2,0.00021719885698399995
5232,0,0,2,0.00029263484619579394
5233,0,0,1,9.427629723624206e-06
5234,0,0,1,3.523813813156926e-05
5235,0,0,2,0.00027287459197097445
5236,0,0,2,0.0003714206717340055
5237,0,0,1,0.00041808719396261006
5238,0,0,2,0.0002029715901414518
5239,0,0,2,0.00045890147011224856
5240,0,0,2,0.0002263189906235912
5241,0,0,2,0.00014179580388702743
5242,0,0,2,0.00016479913143391763
5243,0,0,2,0.00012371525140512262
5244,0,0,2,0.0001531201762366627
5245,0,0,2,0.0002674780142092024
5246,0,0,2,0.0003330286215173864
5247,0,0,2,8.301610857382935e-05
5248,0,0,2,7.822036279073436e-05
5249,0,0,2,0.0001724875652375856
5250,0,0,2,9.490260589290266e-05
5251,0,0,2,8.048657444689969e-05
5252,0,0,2,0.0002585854321657093
5253,0,0,2,0.0007174260736680464
5254,0,0,2,0.00019674592452642088
5255,0,0,2,6.175793358506503e-05
5256,0,0,1,3.820338284596773e-05
5257,0,0,2,0.0008180580118499362
5258,0,0,2,0.0005354670643618513
5259,0,0,2,0.000410733937965531
5260,0,0,2,0.00044273065333725367
5261,0,0,1,5.466609469915267e-05
5262,0,0,2,3.8628144327772346e-05
5263,0,0,2,0.00026321774117967666
5264,0,0,2,8.013435771921455e-05
5265,0,0,2,0.000198878408605991
5266,0,0,2,0.00020329248257311923
5267,0,0,2,0.00019634163648663138
5268,0,0,2,0.0001867484602756173
5269,0,0,2,2.278404945144317e-05
5270,0,0,2,0.0007688776148234036
5271,0,0,2,8.302313349915473e-05
5272,0,0,2,0.0004607843311030875
5273,0,0,2,0.00019714605414156424
5274,0,0,2,0.0001326429611960515
5275,0,0,2,0.00025898426562562796
5276,0,0,2,0.0001779660133273612
5277,0,0,2,0.0001267708536334344
5278,0,0,2,0.00024909688131079016
5279,0,0,2,0.0006447997997466778
5280,0,0,2,0.0004101712193667055
5281,0,0,2,0.00015607457575770602
5282,0,0,2,0.0003240390914965451
5283,0,0,2,0.00012158811089671624
5284,0,0,2,0.0001444209643793831
5285,0,0,2,0.00012531219403617196
5286,0,0,2,0.0002482889599685517
5287,0,0,2,0.0003076174536692592
5288,0,0,2,0.00015718287973980882
5289,0,0,2,3.193549334765624e-05
5290,0,0,2,0.00023289334581074408
5291,7,0,2,0.0001642582050585534
5292,0,0,2,0.00012435966257998623
5293,0,0,2,0.000274093548414286
5294,0,0,2,0.0007279367662337145
5295,0,0,2,0.0003415984726503987
5296,0,0,2,0.00044724810519708945
5297,0,0,2,0.00010929212169032798
5298,0,0,2,7.990353958768618e-05
5299,0,0,2,0.00027238058391419306
5300,0,0,2,0.00019246031051382197
5301,0,0,2,8.423856059044291e-05
5302,0,0,1,0.00011535565208274388
5303,0,0,2,0.00013068928860544062
5304,7,0,2,0.0002506459999288274
5305,0,0,2,0.000936272450836876
5306,0,0,2,8.367988974119435e-05
5307,0,0,2,0.00025801953868036405
5308,0,0,2,0.0007709415901043114
5309,0,0,2,0.0005323410315880631
5310,0,0,2,0.00014760556969072039
5311,0,0,2,0.00028083157756305705
5312,0,0,1,8.004736379527713e-05
5313,0,0,2,0.00038640690550262254
5314,0,0,2,0.00026729263345880074
5315,0,0,2,7.574577509396674e-05
5316,0,0,2,0.00024871825645022026
5317,13,0,2,0.00027651784465639604
5318,0,0,2,0.0002262921809603864
5319,0,0,2,0.0003197567744779836
5320,0,0,2,0.0002690127982794409
5321,0,0,1,0.00011545371812935986
5322,0,0,2,0.0004175879796695078
5323,0,0,2,0.000571844893754543
5324,0,0,2,0.00012628207295715304
5325,0,0,2,8.138404967927336e-05
5326,0,0,2,8.548100912689443e-05
5327,0,0,2,3.846624129338747e-05
5328,0,0,2,8.689045067710118e-05
5329,0,0,2,7.503505280416126e-05
5330,0,0,2,0.000380220952127823
5331,0,0,2,0.00016609784161190574
5332,0,0,2,0.0002711557422748573
5333,0,0,1,0.00015169048987693392
5334,0,0,1,8.162712052439604e-05
5335,0,0,2,0.00017433148797112635
5336,0,0,2,9.553828940956881e-05
5337,0,0,2,0.00010641160714846395
5338,0,0,2,2.645128733953926e-05
5339,0,0,2,0.00031969078621935207
5340,0,0,2,0.0001639486362798268
5341,0,0,2,0.00014114713020992078
5342,0,0,1,0.00018143463961383307
5343,0,0,2,6.68996482777343e-05
5344,0,0,2,0.0001836499380534849
5345,0,0,2,0.00018411493983656679
5346,0,0,2,3.888218189039802e-05
5347,0,0,2,0.00012388830095420047
5348,0,0,2,0.00014127381861763654
5349,0,0,2,0.00035233272447592333
5350,0,0,2,0.00024582235381408077
5351,0,0,2,0.00036503197382343116
5352,0,0,2,0.00011797537804478757
5353,0,0,2,0.0005329603499486686
5354,0,0,2,0.0003975209336949432
5355,0,0,2,0.0006402844937238579
5356,0,0,2,0.0003953107734058473
5357,0,0,2,0.0004027655183544555
5358,0,0,2,0.00020753989755466814
5359,0,0,2,0.00032811288347776797
5360,0,0,2,0.00038451074080858675
5361,7,0,2,5.8862776394470714e-05
5362,0,0,2,0.00021926935199808052
5363,0,0,2,4.3373199363742847e-05
5364,0,0,2,0.00029689908539720774
5365,0,0,1,0.00022649071924551434
5366,0,0,2,0.00013349961024187144
5367,0,0,2,3.2491728216774585e-05
5368,0,0,2,0.00025817193400550805
5369,0,0,2,0.0003109192469493271
5370,0,0,2,0.00010895334447247818
5371,0,0,1,5.8701974725749386e-05
5372,0,0,2,0.00029049499363597995
5373,0,0,2,0.00011194048257037074
5374,0,0,2,0.0006963063570085405
5375,0,0,2,4.616365645381887e-05
5376,0,0,2,0.00022307034030711055
5377,14,0,1,7.1433969644438085e-06
5378,0,0,2,0.0001770102167085206
5379,7,0,2,1.3540521473338768e-05
5380,0,0,2,0.00021338951507405597
5381,0,0,1,0.00012480649610858982
5382,0,0,2,0.00022907163185203214
5383,0,0,2,0.00015302352920770233
5384,0,0,2,8.876584841144377e-05
5385,0,0,2,0.00021723838927302267
5386,0,0,2,0.00031907396946232906
5387,0,0,2,0.00027661330004682814
5388,0,0,2,0.0006015758693344683
5389,0,0,2,0.00039606072136357597
5390,6840,0,2,0.0012933482773302089
5391,0,0,2,0.0001357145829115156
5392,0,0,2,0.0003879782266242465
5393,0,0,2,0.00012483364869920037
5394,0,0,2,0.00015594799629831637
5395,30,0,2,0.0003127132440304966
5396,0,0,1,6.255848381442496e-05
5397,67,0,2,0.0005995546960331742
5398,0,0,1,0.0006349415065144242
5399,0,0,2,0.000291888083744618
5400,643,0,2,1.1372283461146554e-05
5401,0,0,2,0.00037658326047878524
5402,0,0,1,5.868676756527677e-06
5403,234,0,2,0.0006276329907933254
5404,0,0,2,0.00026611688009906925
5405,0,0,1,2.17089172653746e-05
5406,0,0,1,9.440020156210426e-05
5407,0,0,2,0.0004596085213904554
5408,1441,0,2,0.0004758018527257581
5409,0,0,1,3.873440161857502e-05
5410,0,0,2,2.99099852873897e-05
5411,0,0,2,5.3003880310196104e-05
5412,0,0,2,0.00042485794293293486
5413,0,0,2,6.146757562772364e-05
5414,0,0,2,3.724276915743943e-05
5415,0,0,2,0.00032676207286307915
5416,0,0,2,1.8075337552189304e-05
5417,0,0,2,0.00021811746419496172
5418,0,0,2,0.0007068261970416089
5419,0,0,2,0.00021090345761366321
5420,0,0,2,0.0003315934219505655
5421,0,0,2,0.0004099811701811226
5422,0,0,2,0.00012602542205124968
5423,0,0,2,0.00019389385262030676
5424,0,0,2,2.2963865596318635e-05
5425,0,0,2,9.226119282949281e-05
5426,0,0,2,0.0001904158417516341
5427,0,0,2,0.00010446743210591751
5428,52,0,2,9.5184495490058e-05
5429,0,0,2,9.276472084080684e-05
5430,0,0,2,7.522003855028203e-05
5431,0,0,2,0.000152004688509628
5432,0,0,2,0.0003851864322734381
5433,0,0,2,0.00011317065358678673
5434,0,0,1,1.6491207274676167e-05
5435,0,0,2,0.00010090937831962491
5436,0,0,2,0.0003043089852406372
5437,0,0,2,0.00041193786818120414
5438,0,0,2,7.933581450123886e-05
5439,7,0,2,0.000210690114278815
5440,0,0,2,9.762114455489791e-05
5441,0,0,2,3.033305161122972e-05
5442,0,0,2,0.00014259022427499672
5443,25,0,2,0.0003058303159130679
5444,0,0,2,0.0002541620078436986
5445,0,0,2,0.00021875648931048353
5446,0,0,1,0.00011246319431043941
5447,0,0,2,0.00040282903283306624
5448,0,0,2,0.00025360516146781233
5449,0,0,2,0.0002903130938824061
5450,0,0,2,9.25399867774182e-05
5451,0,0,2,0.00010025441581715303
5452,0,0,2,0.0003537129866050941
5453,0,0,2,8.890218781851013e-05
5454,0,0,2,0.00010852751871316788
5455,504,0,2,0.00011015066074115873
5456,3562,0,2,0.000465852216627711
5457,0,0,2,0.00020707998504241232
5458,0,0,2,0.0002774860762802984
5459,0,0,2,0.0001623717496375872
5460,0,0,2,9.251262468240866e-05
5461,0,0,2,0.0006488137858190806
5462,0,0,2,0.00015565849739578036
5463,0,0,1,0.0001209612777676962
5464,0,0,2,0.0001015682803934931
5465,0,0,2,7.81620518572361e-05
5466,0,0,1,0.00011219962317734703
5467,0,0,2,0.0002606899677348032
5468,0,0,2,0.00012257155321738052
5469,0,0,2,4.050368835169279e-05
5470,0,0,2,8.114598292981229e-05
5471,0,0,2,0.00047008336425801036
5472,0,0,2,0.0008524379222974931
5473,0,0,2,0.00013105076936215822
5474,0,0,2,0.0003127966257834693
5475,0,0,2,0.0005523606855452873
5476,0,0,2,0.00013982191716076966
5477,0,0,2,0.00011513441716941979
5478,0,0,1,1.64196179444477e-06
5479,0,0,2,0.0007438471864470472
5480,39,0,2,0.00021980411812419704
5481,0,0,2,0.00015113985125553335
5482,0,0,2,0.00020499588123376532
5483,0,0,2,0.00016783449390981139
5484,0,0,2,0.0006590823300092772
5485,0,0,2,0.0003566409721375628
5486,0,0,2,0.00014445605679753927
5487,0,0,2,0.00048083931437153824
5488,0,0,2,0.00014782079570422848
5489,2744,0,2,0.00035507054791253416
5490,0,0,1,6.746209637160373e-05
5491,0,0,2,0.0002622511431040819
5492,0,0,2,0.00011201548165100327
5493,0,0,2,0.0005385104321116779
5494,0,0,2,0.0004742343999084489
5495,0,0,1,5.638975922693879e-05
5496,0,0,1,0.0007027221014585154
5497,0,0,1,2.6126759167690622e-05
5498,0,0,2,0.0006382406959063409
5499,0,0,2,0.0003432057226627415
5500,0,0,2,0.000130379163772816
5501,0,0,2,7.415215014297164e-05
5502,0,0,1,6.498625897595737e-05
5503,0,0,2,0.00013780958270336478
5504,0,0,2,0.000198814889588145
5505,0,0,2,5.1579219092827934e-05
5506,0,0,2,8.243268135160097e-05
5507,0,0,2,0.00014756880583271527
5508,0,0,2,7.459303161108754e-05
5509,0,0,2,0.0001489261461377262
5510,0,0,2,0.00014163329041845356
5511,0,0,1,7.242644505616243e-05
5512,0,0,2,0.00020106939033807665
5513,0,0,2,0.0003881612233323559
5514,0,0,2,0.00010268321463343365
5515,0,0,2,0.0002973782911673127
5516,0,0,2,0.00024576218159643327
5517,0,0,2,0.00035239775696572514
5518,0,0,2,0.00020340676772326546
5519,0,0,2,0.00045902642498595075
5520,0,0,2,3.302745728680135e-05
5521,0,0,2,0.00019118666837562187
5522,0,0,2,0.000515911864920942
5523,0,0,2,0.00014070571123961533
5524,0,0,2,0.0004357830913205972
5525,0,0,2,0.00032123449190916016
5526,0,0,2,0.00024378554046374114
5527,0,0,2,0.00019622718147786433
5528,0,0,1,0.00014584421216805597
5529,0,0,2,0.00022087857734596773
5530,0,0,2,0.00023302447275163493
5531,0,0,2,0.00019981795134332581
5532,0,0,2,0.00015942735293164744
5533,0,0,2,7.139756940183872e-05
5534,0,0,2,0.0009900317465366794
5535,0,0,2,0.00014000082999057525
5536,0,0,2,0.0003358332086859895
5537,0,0,2,0.00031607539641945415
5538,0,0,2,0.0003543446044519364
5539,0,0,2,0.00033412612846960964
5540,0,0,2,0.0002144995749676527
5541,0,0,2,1.786816662670289e-05
5542,0,0,2,0.0006908073510013326
5543,0,0,1,0.0002940507271496867
5544,1956,0,2,4.218640000215876e-05
5545,0,0,2,0.00029193388916534923
5546,0,0,2,0.0003557996765369862
5547,0,0,1,4.853256705188474e-06
5548,0,0,2,0.0001684743747383869
5549,0,0,2,0.000191011153010386
5550,138,0,2,0.00029869870631704095
5551,0,0,2,0.0002785203030199725
5552,0,0,2,0.00010149789550496431
5553,0,0,2,7.160881939832307e-05
5554,0,0,2,0.00027382286103595576
5555,0,0,2,3.7391648346600916e-05
5556,0,0,2,0.00031557815236664454
5557,0,0,2,0.00021314479822298464
5558,0,0,2,0.00016535477251463648
5559,0,0,2,0.00015733132670406994
5560,0,0,2,0.00013919677766472657
5561,0,0,2,0.00024037679392140723
5562,0,0,2,0.0002447371330003601
5563,0,0,1,0.0005463201458373195
5564,0,0,2,7.265373660649699e-05
5565,0,0,2,0.0003784117854420427
5566,0,0,2,9.635846433312036e-05
5567,0,0,2,0.00017168452098098623
5568,0,0,1,0.0002484957677646656
5569,2569,0,1,0.0002302620099327421
5570,0,0,2,0.0002517833473667149
5571,0,0,2,0.00012496203064513907
5572,0,0,1,0.00018239541702831901
5573,0,0,2,0.0003742230311626905
5574,0,0,2,0.0001195649197727252
5575,0,0,2,0.0005767921812143531
5576,0,0,2,0.000399685883667889
5577,0,0,2,7.505948959006388e-05
5578,0,0,2,0.00023576250144025264
5579,0,0,2,0.00010271767560287181
5580,0,0,2,7.06233821889745e-05
5581,0,0,2,0.00016113899617902055
5582,0,0,2,0.0005592711345143552
5583,0,0,2,0.00019318374448063516
5584,0,0,2,0.0002678822305399095
5585,0,0,2,0.0002826714279705167
5586,0,0,2,0.0004920680260565622
5587,0,0,1,0.0001284657480559913
5588,0,0,2,0.0003526524912435481
5589,0,0,2,0.0006555791619897267
5590,0,0,2,0.0005275838644299215
5591,0,0,2,0.00014893292150843597
5592,0,0,2,0.00022091192711931674
5593,0,0,2,0.0003008018086217225
5594,0,0,2,0.00023613358266682023
5595,0,0,1,6.944841147399571e-05
5596,0,0,2,0.00027507358067284393
5597,53,0,2,0.00038310822128894664
5598,0,0,2,0.00031459403690048225
5599,0,0,2,7.084899036880511e-05
5600,0,0,2,0.0006104757956513285
5601,0,0,2,6.676702200919136e-05
5602,0,0,2,0.0001733176107424711
5603,4036,0,1,0.00025134827377043246
5604,0,0,2,0.00044589209129835086
5605,0,0,2,0.0004671061921274005
5606,0,0,2,0.00012225429352438465
5607,0,0,1,0.0001280873629649028
5608,0,0,2,0.00033422905482569933
5609,0,0,2,0.00039271531457992767
5610,0,0,1,0.00036183603008208145
5611,0,0,2,9.293547333722384e-05
5612,0,0,2,0.00019742350171020798
5613,0,0,1,8.018061944728369e-06
5614,0,0,2,0.0006016811327175123
5615,0,0,1,0.00011292207086364941
5616,0,0,2,0.0001927178935797773
5617,0,0,2,0.00047852494832581986
5618,0,0,2,0.00022842538590832709
5619,0,0,2,0.00034977449849630176
5620,0,0,2,0.0001288450902946106
5621,0,0,2,5.642766531336111e-05
5622,0,0,2,0.00022946990800171786
5623,0,0,2,0.0003236401742395777
5624,0,0,2,8.888220036626791e-05
5625,0,0,2,5.643483856476279e-05
5626,0,0,1,4.014500610217769e-05
5627,0,0,2,0.0004528655563286541
5628,0,0,2,0.0003147378224720391
5629,0,0,2,0.00018325398414813804
5630,0,0,1,8.94725553226163e-05
5631,0,0,2,0.0001885494982161453
5632,0,0,2,0.0003750806141070574
5633,0,0,2,0.00010244630963620421
5634,0,0,2,0.00017287260977479188
5635,0,0,2,0.0002743197664656661
5636,0,0,2,0.000200666375587239
5637,0,0,2,0.00044054325321454254
5638,0,0,2,0.00017127398601964733
5639,0,0,2,0.00020593241744510009
5640,44,0,1,7.746255400856729e-05
5641,0,0,2,4.637779143590089e-05
5642,0,0,2,0.00022297800561508463
5643,0,0,1,9.150395086135265e-05
5644,0,0,1,7.876680844111632e-05
5645,0,0,2,0.00020235530923378377
5646,0,0,2,0.0003189832732660297
5647,0,0,2,8.743294482956527e-05
5648,0,0,2,0.0003769654474613007
5649,0,0,2,0.0002725011297799638
5650,0,0,2,0.0001774861220834866
5651,0,0,1,7.377548561535335e-05
5652,0,0,2,2.4275638863332564e-05
5653,0,0,2,0.00016549583074754464
5654,0,0,1,0.00024428698865021977
5655,2200,0,2,0.0010485030346298182
5656,0,0,1,9.009599351389265e-06
5657,0,0,2,0.00023997270493781258
5658,0,0,2,0.00025544932039318056
5659,0,0,2,0.00018194494235530167
5660,0,0,2,0.00026652115884151685
5661,0,0,1,8.278130947782975e-05
5662,0,0,2,0.0005574897588246206
5663,0,0,1,2.3113919507747125e-05
5664,0,0,2,0.0001720620860239438
5665,0,0,2,0.000126275768819621
5666,0,0,2,3.5697245558806105e-05
5667,0,0,2,0.0008366713680676493
5668,0,0,1,9.697771141540359e-06
5669,0,0,1,0.00019145534327894129
5670,0,0,2,0.0003523223736425955
5671,0,0,2,0.0010758461898167158
5672,0,0,2,0.00021304448416770798
5673,0,0,2,0.00020079659836789226
5674,0,0,2,0.0004409222815078885
5675,0,0,2,0.00022217969185191736
5676,0,0,2,0.0002715197496733674
5677,0,0,2,0.0004299027765699
5678,0,0,2,0.0006313579739678172
5679,0,0,2,0.00025762892387194827
5680,0,0,1,7.166500973743383e-05
5681,0,0,1,6.47515639271075e-05
5682,0,0,1,0.00015286450702039976
5683,0,0,2,0.0003280879556822542
5684,0,0,1,1.3649798797629882e-05
5685,0,0,1,4.336193723209293e-06
5686,0,0,2,0.00029441563500860686
5687,0,0,2,0.00022707753308279048
5688,0,0,2,0.0004877428404572785
5689,0,0,2,4.947568965522097e-05
5690,0,0,2,0.00018986550401458744
5691,0,0,2,0.00035078206653709225
5692,0,0,2,0.0004199306906267676
5693,0,0,2,0.00018861217638773369
5694,0,0,2,0.0005305085150989618
5695,0,0,2,0.0004827155501861902
5696,0,0,2,8.839521653264922e-05
5697,0,0,2,0.00017373705471921693
5698,0,0,1,8.482126461843653e-05
5699,0,0,2,0.00014545025055039227
5700,0,0,2,0.00030713634779123457
5701,0,0,2,0.00032896425573264394
5702,0,0,2,0.00010689961832514152
5703,29,0,2,6.568218781967947e-05
5704,0,0,2,0.0005667360984718225
5705,0,0,2,0.00019516012391701987
5706,0,0,2,0.00012313237705239443
5707,0,0,2,2.032849703848698e-05
5708,0,0,2,5.423420421276608e-05
5709,0,0,2,2.677979650780823e-05
5710,0,0,2,0.0005761858382976984
5711,0,0,2,0.0003342255358232782
5712,0,0,2,0.00016851195142935258
5713,0,0,2,0.00028634960336131217
5714,0,0,2,8.811886357883758e-05
5715,0,0,2,0.00014052654618652255
5716,0,0,2,0.0005944556377994398
5717,141,0,2,0.0003231540517083595
5718,0,0,2,0.00010367502223998957
5719,0,0,2,0.00038353651864773616
5720,0,0,2,6.91713528987569e-05
5721,0,0,2,9.214554690675658e-05
5722,0,0,2,0.00014915572739137163
5723,0,0,2,0.00021284845114010563
5724,0,0,2,0.0004057445730575648
5725,0,0,2,0.0003120810553692753
5726,0,0,2,7.531142733301e-05
5727,0,0,2,0.0005883434595445391
5728,0,0,2,0.0009667685373950201
5729,0,0,2,0.0001785717267360816
5730,0,0,2,2.0542851620308867e-05
5731,0,0,2,4.574286812345132e-05
5732,537,0,2,0.00017813421856592684
5733,0,0,2,0.0009282589227609505
5734,0,0,2,0.00034042944584031703
5735,0,0,2,4.8066195042324865e-05
5736,0,0,2,0.00015189812435925198
5737,271,0,1,0.0003865916589776436
5738,0,0,2,0.0001805805799176407
5739,0,0,2,0.00039047246735036983
5740,0,0,2,0.000570578622000562
5741,0,0,2,0.0003171755017046522
5742,0,0,2,0.00045686904705749494
5743,0,0,2,0.0004401928456731265
5744,0,0,2,0.0003218884408465404
5745,0,0,2,0.00011799264300967356
5746,4264,0,2,0.0006648257762368125
5747,0,0,2,0.00012758510455252134
5748,0,0,2,0.0001871049332640051
5749,0,0,1,9.309576877827916e-05
5750,0,0,2,0.00022117764551218686
5751,0,0,2,0.00020988482579352587
5752,0,0,2,0.00012156029569474993
5753,0,0,2,0.0003224882047253713
5754,1053,0,2,0.0002961638128769042
5755,0,0,2,0.0004696953968210115
5756,0,0,2,0.0004292916223388012
5757,0,0,2,0.0003156620224554326
5758,0,0,1,8.284909360011734e-05
5759,201,0,2,0.0002771866647298695
5760,0,0,2,9.648842907730652e-05
5761,0,0,1,7.383001641733151e-05
5762,476,0,2,6.815452046489453e-05
5763,0,0,2,1.5951624270075985e-05
5764,685,0,2,6.783284634144653e-05
5765,0,0,2,9.45316183510057e-05
5766,0,0,2,4.0218601120548697e-05
5767,0,0,2,0.00017040223439168553
5768,0,0,2,5.918044486468679e-05
5769,0,0,2,2.6210741269793023e-05
5770,0,0,2,0.00022202892538611036
5771,0,0,2,0.0002631712266690586
5772,0,0,2,0.0006159155305996106
5773,7,0,2,0.0003162303555829902
5774,0,0,2,0.00022520942580606153
5775,0,0,1,0.00021518911579099318
5776,0,0,2,0.0005268506888380519
5777,0,0,2,0.00019101245162513557
5778,0,0,2,0.0003862994069372066
5779,0,0,2,0.00012876562821260488
5780,0,0,2,0.00019553071612323343
5781,0,0,1,0.0001721994479148362
5782,0,0,2,0.00014734753681635272
5783,0,0,2,0.0002703094634825544
5784,0,0,2,0.00036788590379829416
5785,0,0,2,0.0003744975871368484
5786,0,0,2,0.0006201454904948562
5787,0,0,1,1.7036721416931555e-05
5788,0,0,2,7.184903146374915e-05
5789,0,0,2,0.00011075447087089905
5790,0,0,2,0.00015909472794768472
5791,0,0,2,0.00020810140404314538
5792,0,0,2,4.10582052300042e-05
5793,0,0,2,0.00030486170108836474
5794,0,0,2,0.0006575224602651827
5795,0,0,2,0.00017229915716051713
5796,0,0,2,3.056979550175141e-05
5797,0,0,2,0.00012757407811997957
5798,46,0,2,0.0002466023787374945
5799,0,0,2,4.767123803169553e-05
5800,0,0,2,0.000163974799589668
5801,0,0,2,0.000156738530058218
5802,0,0,2,0.00010588870260033227
5803,0,0,2,0.0002360951839641728
5804,0,0,2,0.000273483419048138
5805,0,0,2,0.00031127875223048646
5806,0,0,2,0.0005052248318135183
5807,0,0,1,0.0002884963068531159
5808,0,0,2,0.0003959761514758851
5809,0,0,2,0.00015854323944334184
5810,0,0,1,0.00012514211402139737
5811,7,0,1,0.00018601406137260898
5812,0,0,2,0.00010767633889083014
5813,0,0,2,0.0003636510648087881
5814,0,0,2,0.000250045287194156
5815,0,0,2,0.00023078599613353827
5816,0,0,2,0.00014483624895765882
5817,0,0,2,0.0001104332440382051
5818,0,0,2,0.0003029379576442699
5819,0,0,2,0.0006559065338892906
5820,0,0,2,0.00039609736809419985
5821,18,0,2,0.00031327036943920285
5822,0,0,2,0.00021168589541430325
5823,0,0,2,0.0005790067646693325
5824,0,0,2,0.0005577691724300501
5825,0,0,2,8.263975520887293e-05
5826,0,0,2,0.00015505190523933755
5827,0,0,2,0.0006168922029717072
5828,0,0,2,0.00010300822184461398
5829,0,0,2,3.0268338489777293e-05
5830,0,0,2,0.0002611544005848357
5831,0,0,1,1.682342724593331e-05
5832,0,0,1,0.00030813213823232215
5833,0,0,2,0.00039325597615048137
5834,0,0,2,9.067063484674767e-05
5835,603,0,2,0.00023259059363867234
5836,0,0,2,0.0002366569564226101
5837,0,0,2,0.0005361405267533906
5838,19,0,2,0.00031730570317812915
5839,0,0,2,0.00022407938911844747
5840,0,0,2,2.9403043991630444e-05
5841,0,0,2,0.0002839772154219139
5842,0,0,2,0.0002558605584421631
