n,k,risk,CG23,U
3.069000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.880507675494555289e-03,5.797902740160124774e-03
3.070000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.879570571496979647e-03,5.797902740160124774e-03
3.071000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.878634077029349186e-03,5.797902740160124774e-03
3.072000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.877698191497169398e-03,5.797902740160124774e-03
3.073000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.876762914306706456e-03,5.797902740160124774e-03
3.074000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.875828244865008456e-03,5.797902740160124774e-03
3.075000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.874894182579891544e-03,5.797902740160124774e-03
3.076000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.873960726859933843e-03,5.797902740160124774e-03
3.077000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.873027877114486730e-03,5.797902740160124774e-03
3.078000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.872095632753674833e-03,5.797902740160124774e-03
3.079000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.871163993188375219e-03,5.797902740160124774e-03
3.080000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.870232957830238206e-03,5.797902740160124774e-03
3.081000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.869302526091676089e-03,5.797902740160124774e-03
3.082000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.868372697385857071e-03,5.797902740160124774e-03
3.083000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.867443471126717401e-03,5.797902740160124774e-03
3.084000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.866514846728949670e-03,5.797902740160124774e-03
3.085000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.865586823607995867e-03,5.797902740160124774e-03
3.086000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.864659401180068201e-03,5.797902740160124774e-03
3.087000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.863732578862129580e-03,5.797902740160124774e-03
3.088000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.862806356071894483e-03,5.797902740160124774e-03
3.089000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.861880732227831993e-03,5.797902740160124774e-03
3.090000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.860955706749164495e-03,5.797902740160124774e-03
3.091000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.860031279055861610e-03,5.797902740160124774e-03
3.092000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.859107448568647125e-03,5.797902740160124774e-03
3.093000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.858184214708991196e-03,5.797902740160124774e-03
3.094000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.857261576899106006e-03,5.797902740160124774e-03
3.095000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.856339534561958340e-03,5.797902740160124774e-03
3.096000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.855418087121249643e-03,5.797902740160124774e-03
3.097000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.854497234001437695e-03,5.797902740160124774e-03
3.098000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.853576974627710164e-03,5.797902740160124774e-03
3.099000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.852657308426001948e-03,5.797902740160124774e-03
3.100000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.851738234822984337e-03,5.797902740160124774e-03
3.101000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.850819753246068913e-03,5.797902740160124774e-03
3.102000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.849901863123412322e-03,5.797902740160124774e-03
3.103000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.848984563883890687e-03,5.797902740160124774e-03
3.104000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.848067854957128230e-03,5.797902740160124774e-03
3.105000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.847151735773481660e-03,5.797902740160124774e-03
3.106000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.846236205764038005e-03,5.797902740160124774e-03
3.107000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.845321264360614610e-03,5.797902740160124774e-03
3.108000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.844406910995757407e-03,5.797902740160124774e-03
3.109000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.843493145102748716e-03,5.797902740160124774e-03
3.110000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.842579966115594669e-03,5.797902740160124774e-03
3.111000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.841667373469031286e-03,5.797902740160124774e-03
3.112000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.840755366598511893e-03,5.797902740160124774e-03
3.113000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.839843944940219269e-03,5.797902740160124774e-03
3.114000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.838933107931065642e-03,5.797902740160124774e-03
3.115000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.838022855008674478e-03,5.797902740160124774e-03
3.116000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.837113185611399996e-03,5.797902740160124774e-03
3.117000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.836204099178307649e-03,5.797902740160124774e-03
3.118000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.835295595149190610e-03,5.797902740160124774e-03
3.119000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.834387672964551984e-03,5.797902740160124774e-03
3.120000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.833480332065613488e-03,5.797902740160124774e-03
3.121000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.832573571894314579e-03,5.797902740160124774e-03
3.122000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.831667391893306386e-03,5.797902740160124774e-03
3.123000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.830761791505953875e-03,5.797902740160124774e-03
3.124000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.829856770176332383e-03,5.797902740160124774e-03
3.125000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.828952327349228916e-03,5.797902740160124774e-03
3.126000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.828048462470145186e-03,5.797902740160124774e-03
3.127000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.827145174985283733e-03,5.797902740160124774e-03
3.128000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.826242464341555301e-03,5.797902740160124774e-03
3.129000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.825340329986581432e-03,5.797902740160124774e-03
3.130000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.824438771368685368e-03,5.797902740160124774e-03
3.131000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.823537787936892911e-03,5.797902740160124774e-03
3.132000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.822637379140936764e-03,5.797902740160124774e-03
3.133000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.821737544431249158e-03,5.797902740160124774e-03
3.134000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.820838283258962718e-03,5.797902740160124774e-03
3.135000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.819939595075910462e-03,5.797902740160124774e-03
3.136000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.819041479334621469e-03,5.797902740160124774e-03
3.137000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.818143935488323475e-03,5.797902740160124774e-03
3.138000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.817246962990941576e-03,5.797902740160124774e-03
3.139000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.816350561297094757e-03,5.797902740160124774e-03
3.140000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.815454729862095894e-03,5.797902740160124774e-03
3.141000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.814559468141952618e-03,5.797902740160124774e-03
3.142000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.813664775593356475e-03,5.797902740160124774e-03
3.143000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.812770651673705043e-03,5.797902740160124774e-03
3.144000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.811877095841068108e-03,5.797902740160124774e-03
3.145000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.810984107554214111e-03,5.797902740160124774e-03
3.146000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.810091686272592378e-03,5.797902740160124774e-03
3.147000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.809199831456351756e-03,5.797902740160124774e-03
3.148000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.808308542566308533e-03,5.797902740160124774e-03
3.149000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.807417819063973748e-03,5.797902740160124774e-03
3.150000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.806527660411538023e-03,5.797902740160124774e-03
3.151000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.805638066071881528e-03,5.797902740160124774e-03
3.152000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.804749035508550137e-03,5.797902740160124774e-03
3.153000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.803860568185780142e-03,5.797902740160124774e-03
3.154000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.802972663568485245e-03,5.797902740160124774e-03
3.155000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.802085321122255689e-03,5.797902740160124774e-03
3.156000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.801198540313358694e-03,5.797902740160124774e-03
3.157000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.800312320608738022e-03,5.797902740160124774e-03
3.158000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.799426661476004871e-03,5.797902740160124774e-03
3.159000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.798541562383452617e-03,5.797902740160124774e-03
3.160000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.797657022800043806e-03,5.797902740160124774e-03
3.161000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.796773042195411889e-03,5.797902740160124774e-03
3.162000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.795889620039859486e-03,5.797902740160124774e-03
3.163000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.795006755804357954e-03,5.797902740160124774e-03
3.164000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.794124448960548252e-03,5.797902740160124774e-03
3.165000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.793242698980738341e-03,5.797902740160124774e-03
3.166000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.792361505337899712e-03,5.797902740160124774e-03
3.167000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.791480867505675631e-03,5.797902740160124774e-03
3.168000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.790600784958363785e-03,5.797902740160124774e-03
3.169000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.789721257170927563e-03,5.797902740160124774e-03
3.170000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.788842283618994319e-03,5.797902740160124774e-03
3.171000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.787963863778854939e-03,5.797902740160124774e-03
3.172000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.787085997127452131e-03,5.797902740160124774e-03
3.173000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.786208683142393869e-03,5.797902740160124774e-03
3.174000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.785331921301934313e-03,5.797902740160124774e-03
3.175000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.784455711085005031e-03,5.797902740160124774e-03
3.176000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.783580051971173801e-03,5.797902740160124774e-03
3.177000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.782704943440674102e-03,5.797902740160124774e-03
3.178000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.781830384974380826e-03,5.797902740160124774e-03
3.179000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.780956376053835433e-03,5.797902740160124774e-03
3.180000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.780082916161223834e-03,5.797902740160124774e-03
3.181000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.779210004779377689e-03,5.797902740160124774e-03
3.182000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.778337641391793057e-03,5.797902740160124774e-03
3.183000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.777465825482593534e-03,5.797902740160124774e-03
3.184000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.776594556536567549e-03,5.797902740160124774e-03
3.185000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.775723834039142343e-03,5.797902740160124774e-03
3.186000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.774853657476386570e-03,5.797902740160124774e-03
3.187000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.773984026335019407e-03,5.797902740160124774e-03
3.188000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.773114940102405779e-03,5.797902740160124774e-03
3.189000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.772246398266544655e-03,5.797902740160124774e-03
3.190000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.771378400316082489e-03,5.797902740160124774e-03
3.191000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.770510945740304546e-03,5.797902740160124774e-03
3.192000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.769644034029127098e-03,5.797902740160124774e-03
3.193000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.768777664673117804e-03,5.797902740160124774e-03
3.194000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.767911837163478366e-03,5.797902740160124774e-03
3.195000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.767046550992039323e-03,5.797902740160124774e-03
3.196000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.766181805651272193e-03,5.797902740160124774e-03
3.197000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.765317600634282537e-03,5.797902740160124774e-03
3.198000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.764453935434806487e-03,5.797902740160124774e-03
3.199000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.763590809547218554e-03,5.797902740160124774e-03
3.200000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.762728222466515580e-03,5.797902740160124774e-03
3.201000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.761866173688332354e-03,5.797902740160124774e-03
3.202000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.761004662708929462e-03,5.797902740160124774e-03
3.203000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.760143689025196332e-03,5.797902740160124774e-03
3.204000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.759283252134646456e-03,5.797902740160124774e-03
3.205000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.758423351535427368e-03,5.797902740160124774e-03
3.206000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.757563986726305032e-03,5.797902740160124774e-03
3.207000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.756705157206677283e-03,5.797902740160124774e-03
3.208000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.755846862476556917e-03,5.797902740160124774e-03
3.209000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.754989102036583398e-03,5.797902740160124774e-03
3.210000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.754131875388014621e-03,5.797902740160124774e-03
3.211000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.753275182032736881e-03,5.797902740160124774e-03
3.212000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.752419021473244930e-03,5.797902740160124774e-03
3.213000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.751563393212661923e-03,5.797902740160124774e-03
3.214000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.750708296754722504e-03,5.797902740160124774e-03
3.215000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.749853731603784084e-03,5.797902740160124774e-03
3.216000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.748999697264813396e-03,5.797902740160124774e-03
3.217000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.748146193243395166e-03,5.797902740160124774e-03
3.218000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.747293219045723878e-03,5.797902740160124774e-03
3.219000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.746440774178614177e-03,5.797902740160124774e-03
3.220000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.745588858149489164e-03,5.797902740160124774e-03
3.221000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.744737470466381262e-03,5.797902740160124774e-03
3.222000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.743886610637932648e-03,5.797902740160124774e-03
3.223000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.743036278173397423e-03,5.797902740160124774e-03
3.224000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.742186472582637709e-03,5.797902740160124774e-03
3.225000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.741337193376121480e-03,5.797902740160124774e-03
3.226000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.740488440064919960e-03,5.797902740160124774e-03
3.227000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.739640212160718465e-03,5.797902740160124774e-03
3.228000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.738792509175798622e-03,5.797902740160124774e-03
3.229000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.737945330623044009e-03,5.797902740160124774e-03
3.230000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.737098676015950992e-03,5.797902740160124774e-03
3.231000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.736252544868606612e-03,5.797902740160124774e-03
3.232000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.735406936695705497e-03,5.797902740160124774e-03
3.233000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.734561851012542056e-03,5.797902740160124774e-03
3.234000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.733717287335000502e-03,5.797902740160124774e-03
3.235000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.732873245179576974e-03,5.797902740160124774e-03
3.236000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.732029724063350044e-03,5.797902740160124774e-03
3.237000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.731186723504008904e-03,5.797902740160124774e-03
3.238000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.730344243019826918e-03,5.797902740160124774e-03
3.239000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.729502282129674627e-03,5.797902740160124774e-03
3.240000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.728660840353014979e-03,5.797902740160124774e-03
3.241000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.727819917209907234e-03,5.797902740160124774e-03
3.242000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.726979512220997857e-03,5.797902740160124774e-03
3.243000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.726139624907527020e-03,5.797902740160124774e-03
3.244000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.725300254791323835e-03,5.797902740160124774e-03
3.245000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.724461401394803750e-03,5.797902740160124774e-03
3.246000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.723623064240969852e-03,5.797902740160124774e-03
3.247000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.722785242853417199e-03,5.797902740160124774e-03
3.248000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.721947936756324155e-03,5.797902740160124774e-03
3.249000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.721111145474453680e-03,5.797902740160124774e-03
3.250000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.720274868533149870e-03,5.797902740160124774e-03
3.251000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.719439105458345326e-03,5.797902740160124774e-03
3.252000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.718603855776551177e-03,5.797902740160124774e-03
3.253000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.717769119014861855e-03,5.797902740160124774e-03
3.254000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.716934894700955092e-03,5.797902740160124774e-03
3.255000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.716101182363084982e-03,5.797902740160124774e-03
3.256000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.715267981530084581e-03,5.797902740160124774e-03
3.257000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.714435291731364611e-03,5.797902740160124774e-03
3.258000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.713603112496917359e-03,5.797902740160124774e-03
3.259000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.712771443357299764e-03,5.797902740160124774e-03
3.260000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.711940283843662040e-03,5.797902740160124774e-03
3.261000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.711109633487712549e-03,5.797902740160124774e-03
3.262000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.710279491821743388e-03,5.797902740160124774e-03
3.263000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.709449858378612172e-03,5.797902740160124774e-03
3.264000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.708620732691751579e-03,5.797902740160124774e-03
3.265000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.707792114295168914e-03,5.797902740160124774e-03
3.266000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.706964002723430494e-03,5.797902740160124774e-03
3.267000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.706136397511689409e-03,5.797902740160124774e-03
3.268000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.705309298195651690e-03,5.797902740160124774e-03
3.269000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.704482704311589759e-03,5.797902740160124774e-03
3.270000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.703656615396361068e-03,5.797902740160124774e-03
3.271000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.702831030987366476e-03,5.797902740160124774e-03
3.272000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.702005950622587103e-03,5.797902740160124774e-03
3.273000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.701181373840563955e-03,5.797902740160124774e-03
3.274000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.700357300180392713e-03,5.797902740160124774e-03
3.275000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.699533729181746722e-03,5.797902740160124774e-03
3.276000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.698710660384846197e-03,5.797902740160124774e-03
3.277000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.697888093330485116e-03,5.797902740160124774e-03
3.278000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.697066027560000856e-03,5.797902740160124774e-03
3.279000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.696244462615308025e-03,5.797902740160124774e-03
3.280000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.695423398038863331e-03,5.797902740160124774e-03
3.281000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.694602833373692906e-03,5.797902740160124774e-03
3.282000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.693782768163370187e-03,5.797902740160124774e-03
3.283000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.692963201952034563e-03,5.797902740160124774e-03
3.284000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.692144134284361022e-03,5.797902740160124774e-03
3.285000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.691325564705602646e-03,5.797902740160124774e-03
3.286000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.690507492761546379e-03,5.797902740160124774e-03
3.287000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.689689917998540347e-03,5.797902740160124774e-03
3.288000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.688872839963480851e-03,5.797902740160124774e-03
3.289000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.688056258203817134e-03,5.797902740160124774e-03
3.290000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.687240172267543140e-03,5.797902740160124774e-03
3.291000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.686424581703208796e-03,5.797902740160124774e-03
3.292000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.685609486059903090e-03,5.797902740160124774e-03
3.293000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.684794884887274895e-03,5.797902740160124774e-03
3.294000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.683980777735505210e-03,5.797902740160124774e-03
3.295000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.683167164155326242e-03,5.797902740160124774e-03
3.296000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.682354043698015767e-03,5.797902740160124774e-03
3.297000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.681541415915398002e-03,5.797902740160124774e-03
3.298000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.680729280359832756e-03,5.797902740160124774e-03
3.299000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.679917636584226281e-03,5.797902740160124774e-03
3.300000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.679106484142031695e-03,5.797902740160124774e-03
3.301000000000000000e+03,2.000000000000000000e+00,2.422902548882452725e-03,2.678295822587228609e-03,5.797902740160124774e-03
