replicate,terminal_k,terminal_risk,CG23,Anytime,Finite horizon,Summable CG23
134,2,0.0029780772055103652,0,0,0,0
135,2,0.00777977060819406,0,0,0,0
136,1,0.00282403876642369,0,0,0,0
137,2,0.004650935540981235,192,0,0,0
138,1,2.838575910531299e-05,0,0,0,0
139,2,0.0027662630868106803,0,0,0,0
140,2,0.0007564394910071073,0,0,0,0
141,2,0.003969536974175794,0,0,0,0
142,2,0.006978928001081794,0,0,0,0
143,2,0.0012404914773189869,0,0,0,0
144,2,0.0017973334198486896,0,0,0,0
145,2,0.008100979060178145,0,0,0,0
146,2,0.0048278497846818294,0,0,0,0
147,2,0.0016292944112885207,26,0,0,0
148,1,0.0003179543471416988,0,0,0,0
149,2,0.0016160767080635058,0,0,0,0
150,2,0.0008364173727771258,0,0,0,0
151,2,0.005497666114440854,0,0,0,0
152,2,0.0023320817763796864,0,0,0,0
153,2,0.0024033074007305958,0,0,0,0
154,2,0.0019678786514764775,0,0,0,0
155,2,0.0031904950980014865,0,0,0,0
156,2,0.00016409151500743633,0,0,0,0
157,2,0.004693687664890252,0,0,0,0
158,2,0.00351712367830739,0,0,0,0
159,2,0.00358384682989403,0,0,0,0
160,1,0.00017675335756563772,0,0,0,0
161,1,0.0002800587845727932,0,0,0,0
162,2,0.0012472768500776904,0,0,0,0
163,1,0.0010341827307122102,0,0,0,0
164,2,0.0016482393877928494,0,0,0,0
165,1,0.0008062812455585097,0,0,0,0
166,2,0.0040367550435049,0,0,0,0
167,1,0.00042013563688320717,0,0,0,0
168,2,0.0005233633300291814,0,0,0,0
169,2,0.001707822519230546,0,0,0,0
170,2,0.0003091517618759025,0,0,0,0
171,2,0.00041341676536563047,0,0,0,0
172,2,0.000707788848330913,0,0,0,0
173,2,0.0019667499512886167,0,0,0,0
174,1,0.00035901301047147274,0,0,0,0
175,2,0.0017142034177031668,0,0,0,0
176,2,0.007009180261430233,0,0,0,0
177,2,0.002394595202046419,0,0,0,0
178,2,0.003069393375209531,0,0,0,0
179,2,0.0006794001533974144,0,0,0,0
180,2,0.001892724479553968,0,0,0,0
181,2,0.0006569651891532314,0,0,0,0
182,1,0.0013329895562569677,0,0,0,0
183,2,0.0018453265645124804,0,0,0,0
184,2,0.002438850108984816,0,0,0,0
185,2,0.0057127293015383366,0,0,0,0
186,1,0.0009824042804475362,0,0,0,0
187,2,0.00802770963912462,0,0,0,0
188,1,0.0006053649646556223,0,0,0,0
189,1,0.00040385819578295023,0,0,0,0
190,2,0.0008997534405532354,0,0,0,0
191,2,0.0017172503244265308,0,0,0,0
192,2,0.0036181648239987704,0,0,0,0
193,1,0.0008383442041440109,0,0,0,0
194,2,0.003708118041376588,0,0,0,0
195,2,0.0011565381975224198,0,0,0,0
196,2,0.0030786444381978293,0,0,0,0
197,2,0.0025577382499908227,0,0,0,0
198,2,0.00253823967280356,0,0,0,0
199,2,0.0005314456503444499,0,0,0,0
200,2,0.0026789025359486456,0,0,0,0
201,2,0.003419981202007873,0,0,0,0
202,2,0.0007198730232898344,0,0,0,0
203,2,0.0031902979945995537,0,0,0,0
204,2,0.0021104755402052175,0,0,0,0
205,2,0.0009076429565825608,0,0,0,0
206,2,0.0031715241898508926,0,0,0,0
207,2,0.0007659804873111475,0,0,0,0
208,2,0.0017300221864958102,0,0,0,0
209,2,0.001492814250140311,0,0,0,0
210,2,0.0015683554374324043,0,0,0,0
211,1,0.0036986786209243943,0,0,0,0
212,2,0.0016087315639740339,0,0,0,0
213,2,0.0003486418936772693,0,0,0,0
214,2,0.0005396052074148656,0,0,0,0
215,2,0.0031032233059440665,0,0,0,0
216,2,0.0020047966378900868,0,0,0,0
217,1,7.735204247411106e-05,0,0,0,0
218,2,0.0013138665223797735,0,0,0,0
219,2,0.0012079699575709675,0,0,0,0
220,2,0.00016673853273829997,0,0,0,0
221,2,0.0010029325305281232,0,0,0,0
222,1,0.0005129542483303922,0,0,0,0
223,2,0.001836668196007295,0,0,0,0
224,2,0.0018999515735624143,0,0,0,0
225,2,0.0013032701702019077,0,0,0,0
226,1,0.0039824495043259455,0,0,0,0
227,1,0.0005667072391713908,0,0,0,0
228,2,0.0015666759628395746,0,0,0,0
229,2,0.0018378790170698147,0,0,0,0
230,2,0.004281682495961351,0,0,0,0
231,2,0.003193803032359993,0,0,0,0
232,2,0.0019429188778951176,0,0,0,0
233,2,0.0027365188064130733,0,0,0,0
234,2,0.0010489547859882727,0,0,0,0
235,1,0.0014709552394442736,0,0,0,0
236,2,0.007705035409076632,0,0,0,0
237,2,0.003935704828344525,0,0,0,0
238,2,0.0014432062680980564,7,0,0,0
239,2,0.0007684203322291416,123,0,0,0
240,1,0.00046181476196112837,0,0,0,0
241,2,0.00482878965770194,0,0,0,0
242,2,0.003170967362913692,0,0,0,0
243,2,0.0011042263535766073,0,0,0,0
244,2,0.0015945919072768366,0,0,0,0
245,2,0.0017378192469227238,0,0,0,0
246,2,0.0034144877560625935,0,0,0,0
247,1,0.0006664515406934302,0,0,0,0
248,2,0.0004593734744577499,0,0,0,0
249,2,0.0025182874638309052,0,0,0,0
250,2,0.0015063540933757929,0,0,0,0
251,2,0.006236763452269594,0,0,0,0
252,1,0.0019805837792392185,0,0,0,0
253,2,0.0016734140798823544,0,0,0,0
254,2,0.002685069056979681,0,0,0,0
255,2,0.0005308637033131718,0,0,0,0
256,2,0.0037027366496484877,0,0,0,0
257,2,0.0037848653127135743,0,0,0,0
258,2,0.006208147599228201,0,0,0,0
259,1,0.0013733906080072662,0,0,0,0
260,1,0.00327864318435318,0,0,0,0
261,2,0.003442396531217663,0,0,0,0
262,2,0.001595801226087596,0,0,0,0
263,2,0.004415447205959828,0,0,0,0
264,2,0.003982757453091811,0,0,0,0
265,2,0.0035697276627332073,0,0,0,0
266,2,0.001701570286479771,0,0,0,0
267,2,0.0023457213124814876,0,0,0,0
268,2,0.000889911006545575,0,0,0,0
269,1,0.001476469239861747,0,0,0,0
270,2,0.0011636798673202574,0,0,0,0
271,2,0.0013299014781512856,0,0,0,0
272,1,0.0005174078345307668,0,0,0,0
273,2,0.0019193966984852213,0,0,0,0
274,2,0.0023963973727307653,0,0,0,0
275,2,0.002771291423060371,0,0,0,0
276,2,0.0023784194921193645,0,0,0,0
277,2,0.0013329565113978205,0,0,0,0
278,1,0.0023410754608056182,42,0,0,0
279,2,0.00108500250341527,0,0,0,0
280,2,0.0022210377997340888,0,0,0,0
281,2,0.0006041287518855746,0,0,0,0
282,2,0.004793658339809121,0,0,0,0
283,2,0.0006771295807809554,748,0,0,0
284,2,8.516952273722345e-05,0,0,0,0
285,1,0.00013867095645962377,0,0,0,0
286,2,0.004802463915701069,0,0,0,0
287,2,0.005471302093313309,0,0,0,0
288,2,0.0016186437347138036,0,0,0,0
289,2,0.000910001515864126,0,0,0,0
290,2,0.001683386123957375,0,0,0,0
291,2,0.0027871840775790624,0,0,0,0
292,1,0.0014634733101406786,0,0,0,0
293,2,0.0017762328128256405,0,0,0,0
294,2,0.0032768429168846414,0,0,0,0
295,2,0.0005858394352713862,0,0,0,0
296,2,0.002211746878971101,0,0,0,0
297,2,0.003359564486947307,0,0,0,0
298,2,0.0012336811238501276,0,0,0,0
299,2,0.004186390460312811,0,0,0,0
300,1,0.0009820993594469602,0,0,0,0
301,1,6.501715120998506e-05,0,0,0,0
302,1,0.004674120390472121,0,0,0,0
303,2,0.0023271764852362473,0,0,0,0
304,2,0.0013429166593687378,0,0,0,0
305,2,0.0037894029940892474,0,0,0,0
306,2,0.003882651808770573,0,0,0,0
307,2,0.0031738692505378792,111,0,0,0
308,2,0.0007424501801826557,0,0,0,0
309,2,0.0022550014246597587,0,0,0,0
310,2,0.001984683139213415,0,0,0,0
311,2,0.004549362382648376,0,0,0,0
312,2,0.005635612559316937,0,0,0,0
313,2,0.0019115002310431347,0,0,0,0
314,2,0.005249503824839991,0,0,0,0
315,2,0.00588424664531178,0,0,0,0
316,2,0.0029855956764041616,0,0,0,0
317,2,0.001853504294177901,0,0,0,0
318,2,0.0019654920831812966,0,0,0,0
319,2,0.003300756797668068,0,0,0,0
320,1,8.664320319500455e-05,0,0,0,0
321,2,0.00039579344796524955,0,0,0,0
322,2,0.0010317080529774292,0,0,0,0
323,2,0.0013065116644869767,0,0,0,0
324,2,0.004448475458562841,0,0,0,0
325,2,0.0015963569922906576,0,0,0,0
326,2,0.001438246193002651,0,0,0,0
327,2,0.0012495270270155808,0,0,0,0
328,2,0.0012913783215143704,0,0,0,0
329,2,0.0017295083644289617,0,0,0,0
330,2,0.0012712268651269253,0,0,0,0
331,2,0.002020118598248042,0,0,0,0
332,2,0.0011860566817530982,0,0,0,0
333,2,0.0008139667556568434,0,0,0,0
334,2,0.0030237316198449484,0,0,0,0
335,2,0.002768541718877962,0,0,0,0
336,2,0.0023344364029778022,0,0,0,0
337,2,0.0020844918223566727,0,0,0,0
338,2,0.0043337779759643974,0,0,0,0
339,2,0.000840659861285089,0,0,0,0
340,2,0.0026216615506507055,0,0,0,0
341,1,0.0012014701471873793,7,0,0,0
342,2,0.0024432108194719754,0,0,0,0
343,2,0.0024224175473217344,0,0,0,0
344,2,0.0027374658785298965,0,0,0,0
345,1,0.0035283746396373174,0,0,0,0
346,2,0.00012575166608741895,0,0,0,0
347,2,0.0016318557244017857,0,0,0,0
348,2,0.0018109900266864438,0,0,0,0
349,2,0.004790590010497835,0,0,0,0
350,2,0.002740413468772381,0,0,0,0
351,2,0.0012832137136988247,0,0,0,0
352,2,0.0034856290662925215,0,0,0,0
353,2,0.0028135563391190367,0,0,0,0
354,2,0.005297431587152007,0,0,0,0
355,1,0.004531080665755436,0,0,0,0
356,2,0.002190569528406826,0,0,0,0
357,2,0.0008429598677021641,0,0,0,0
358,2,0.0021505401504004784,0,0,0,0
359,2,0.002264658556818495,0,0,0,0
360,2,0.0008958732226873808,0,0,0,0
361,1,0.0008988134694915418,0,0,0,0
362,2,0.0024000562522382553,0,0,0,0
363,2,0.002899060013953354,0,0,0,0
364,2,0.009345282170108538,0,0,0,0
365,2,0.004766979926142847,0,0,0,0
366,2,0.0029101004059376248,0,0,0,0
367,2,0.0013850908417261832,0,0,0,0
368,2,0.0019427608367019362,0,0,0,0
369,2,0.003046614679510472,0,0,0,0
370,2,0.002436709178535526,0,0,0,0
371,2,0.0029003485021209573,0,0,0,0
372,2,0.0034298994514070772,0,0,0,0
373,2,0.0008484426305734744,0,0,0,0
374,2,0.0021922159204008926,0,0,0,0
375,2,0.0011930520763009137,0,0,0,0
376,1,0.0016902464651953402,0,0,0,0
377,2,0.002460112521607191,0,0,0,0
378,2,0.005146723617774718,0,0,0,0
379,2,0.0023675348558353337,0,0,0,0
380,2,0.001290125478495069,0,0,0,0
381,2,0.0019607988833699663,0,0,0,0
382,2,0.005363252319726171,276,0,0,0
383,2,0.004468874662918533,0,0,0,0
384,2,0.0023730675779660335,413,0,0,0
385,2,0.0013557901638976233,0,0,0,0
386,2,0.0005428879815575251,0,0,0,0
387,2,0.0008666413276955734,0,0,0,0
388,2,0.005165849339089976,0,0,0,0
389,2,0.0013810199208537806,0,0,0,0
390,2,0.0011853996999641847,90,0,0,0
391,2,0.011141976116152846,791,0,0,0
392,2,0.0014484037973519833,0,0,0,0
393,2,0.0032760255244689554,0,0,0,0
394,2,0.0016392809893675591,0,0,0,0
395,2,0.0014859239354627503,0,0,0,0
396,2,0.0005962036258571435,0,0,0,0
397,2,0.001363670908382931,0,0,0,0
398,2,0.00133951998350259,0,0,0,0
399,2,0.007676959498340977,0,0,0,0
400,2,0.000498441827884511,0,0,0,0
401,2,0.005681574002013926,0,0,0,0
402,2,0.00018543686925079272,0,0,0,0
403,2,0.003031120342635923,0,0,0,0
404,1,0.0032139945347002073,0,0,0,0
405,2,0.0028879009403444036,0,0,0,0
406,2,0.0015883727110075647,0,0,0,0
407,1,0.0004235552280564193,0,0,0,0
408,2,0.003133921130818153,0,0,0,0
409,2,0.004347795009139772,0,0,0,0
410,2,0.003256686796334421,0,0,0,0
411,2,0.0023671796813570967,0,0,0,0
412,1,0.0004565981965615465,0,0,0,0
413,1,0.0016394381378736123,0,0,0,0
414,2,0.001132418498085632,0,0,0,0
415,2,0.0026249019288794397,0,0,0,0
416,1,6.761068121466306e-05,0,0,0,0
417,2,0.0013957843139110178,0,0,0,0
418,2,0.0019788886954114717,0,0,0,0
419,2,0.003700449457444262,0,0,0,0
420,2,0.00512258341122901,0,0,0,0
421,2,0.003559765782487142,0,0,0,0
422,2,0.0017519510588633895,0,0,0,0
423,2,0.0034689874065835084,0,0,0,0
424,2,0.0022339689062057747,0,0,0,0
425,2,0.004546948951307302,0,0,0,0
426,2,0.0023010755396677776,0,0,0,0
427,2,0.005016195746229141,7,0,0,0
428,2,0.007257524387397732,0,0,0,0
429,2,0.002691487759286881,167,0,0,0
430,2,0.008720009783236114,0,0,0,0
431,2,0.004440620796876101,0,0,0,0
432,2,0.0015974567262994055,0,0,0,0
433,2,0.002472604815660062,0,0,0,0
434,2,0.0033170552782408225,0,0,0,0
435,2,0.0007370433606575538,0,0,0,0
436,2,0.002828369149298246,0,0,0,0
437,2,0.0027468763278987135,0,0,0,0
438,2,0.0014917306242203264,0,0,0,0
439,1,0.0017220070658874613,0,0,0,0
440,2,0.0014083396666993266,0,0,0,0
441,2,0.003533084040390796,0,0,0,0
442,2,0.0024464717059330347,0,0,0,0
443,2,0.006553228964654819,182,0,0,0
444,2,0.009603149425598647,0,0,0,0
445,2,0.004845933845130454,0,0,0,0
446,2,0.0005615945168834734,0,0,0,0
447,2,0.0006139517511529323,0,0,0,0
448,2,0.0014474910938588796,0,0,0,0
449,2,0.007594624713863914,0,0,0,0
450,2,0.0003777257496566961,0,0,0,0
451,2,0.001983136917997033,0,0,0,0
452,2,0.003353531653545171,0,0,0,0
453,2,0.0007057450438926203,0,0,0,0
454,2,0.0019095890160542315,0,0,0,0
455,2,0.0013805068739454211,0,0,0,0
456,2,0.005901590060830829,0,0,0,0
457,2,0.001378052921553856,0,0,0,0
458,2,0.0014299261145352055,0,0,0,0
459,1,2.6864465005066193e-05,0,0,0,0
460,2,0.002804304530661907,0,0,0,0
461,2,0.0009060628525651502,0,0,0,0
462,2,0.001793737179188511,0,0,0,0
463,2,0.005914233339425046,0,0,0,0
464,2,0.0022093313002072676,0,0,0,0
465,2,0.0011631016823398033,0,0,0,0
466,1,0.0010588651005709205,0,0,0,0
467,2,0.002396569264586492,0,0,0,0
468,2,0.0005429931463158376,0,0,0,0
469,2,0.0012014268356008045,0,0,0,0
470,2,0.001404997893295686,0,0,0,0
471,2,0.0018177636167105839,0,0,0,0
472,2,0.0017625354959269006,7,0,0,0
473,2,0.0010104420811569976,0,0,0,0
474,2,0.001051955667143244,0,0,0,0
475,2,0.001997625005732936,0,0,0,0
476,2,0.001058994079839445,0,0,0,0
477,2,0.0008819921177808632,0,0,0,0
478,1,0.0004285660859706967,0,0,0,0
479,1,0.000695018984360878,0,0,0,0
480,2,0.0014432810857629248,0,0,0,0
481,2,0.0021831987238167265,0,0,0,0
482,2,0.00044900388997665385,0,0,0,0
483,2,0.002182873089657747,0,0,0,0
484,2,0.0012470339780269364,0,0,0,0
485,1,0.0026523731003068266,0,0,0,0
486,2,0.0026351806471557227,0,0,0,0
487,2,0.0010848044825538465,0,0,0,0
488,2,0.0010260920863943168,0,0,0,0
489,2,0.001556256726526077,0,0,0,0
490,2,0.004885614480726595,0,0,0,0
491,2,0.00045346261650351286,14,0,0,0
492,2,0.0023078666591942964,0,0,0,0
493,2,0.003484582944043593,0,0,0,0
494,2,0.0007094473862795374,0,0,0,0
495,2,0.0005325786323088919,128,0,0,0
496,2,0.00042210533279258904,0,0,0,0
497,2,0.0011403410269541006,7,0,0,0
498,1,0.002285371966694009,0,0,0,0
499,2,0.0021093727799680693,0,0,0,0
500,2,0.002004958458064639,0,0,0,0
501,2,0.0021944782571806966,0,0,0,0
502,2,0.001276523512887178,0,0,0,0
503,2,0.007179060873908474,0,0,0,0
504,2,0.005180258667926413,0,0,0,0
505,2,0.0017111593328869598,0,0,0,0
506,2,0.004027478046568504,7,0,0,0
507,1,0.0051262481315702615,23,0,0,0
508,2,0.00461773698204001,0,0,0,0
509,2,0.0027399113804750398,0,0,0,0
510,2,0.0015847796385408605,0,0,0,0
511,1,0.003473351176465974,0,0,0,0
512,2,0.0033687949944504235,0,0,0,0
513,1,0.00031771964235070426,0,0,0,0
514,2,0.0005571236863942763,0,0,0,0
515,2,0.001108494969054088,0,0,0,0
516,2,0.005786370188071009,688,0,0,0
517,2,0.009912251089431928,0,0,0,0
518,1,0.004511303205625977,0,0,0,0
519,2,0.0012648800018905972,0,0,0,0
520,2,0.005872297064584911,0,0,0,0
521,2,0.0007659167861056295,0,0,0,0
522,2,0.0018351534205548142,0,0,0,0
523,2,0.001114855651281149,0,0,0,0
524,1,0.0008017816755011016,0,0,0,0
525,2,0.0019993029446336032,0,0,0,0
526,2,0.0012831626153476234,0,0,0,0
527,2,0.0011031628063159812,0,0,0,0
528,2,0.002297862586736054,0,0,0,0
529,2,0.0044047079067914925,0,0,0,0
530,1,0.003922897684952518,0,0,0,0
531,2,0.0015347862967889875,0,0,0,0
532,2,0.00108562445347173,0,0,0,0
533,2,0.007567487644910398,0,0,0,0
534,2,0.003378216388130851,0,0,0,0
535,2,0.0023508531971295067,0,0,0,0
536,2,0.0003085690970851073,0,0,0,0
537,2,0.0061105004918102735,0,0,0,0
538,2,0.0009264347270249631,0,0,0,0
539,2,0.004847861639177034,0,0,0,0
540,2,0.0007812262702920706,0,0,0,0
541,2,0.005091608291222444,0,0,0,0
542,2,0.0037528637381162547,0,0,0,0
543,2,0.0007529129980381219,0,0,0,0
544,2,0.0015349965156727441,0,0,0,0
545,2,0.0022449352124635567,0,0,0,0
546,2,0.0017630628081448448,0,0,0,0
547,2,0.0011270782078445728,0,0,0,0
548,2,0.00014645602119402602,0,0,0,0
549,2,0.002847498172274664,0,0,0,0
550,2,0.0009736197632357457,0,0,0,0
551,2,0.0003946139729212402,0,0,0,0
552,1,0.0008459333688486045,0,0,0,0
553,2,0.00231468425035422,0,0,0,0
554,2,0.0030122653977321654,0,0,0,0
555,2,0.006332981586540738,0,0,0,0
556,2,0.004273072080575996,0,0,0,0
557,2,0.0018943843845668766,0,0,0,0
558,2,0.003993106939019363,0,0,0,0
559,2,0.003184587012617321,0,0,0,0
560,2,0.0013234913146415647,0,0,0,0
561,2,0.0043421991715364636,0,0,0,0
562,2,0.00276791465848295,0,0,0,0
563,1,0.0013585835396579032,0,0,0,0
564,2,0.000572179142703578,0,0,0,0
565,1,0.0018508370319836025,0,0,0,0
566,2,0.005769116248008722,0,0,0,0
567,2,0.0015255713078173507,0,0,0,0
568,2,0.001274576569918415,0,0,0,0
569,2,0.00033743071160090423,0,0,0,0
570,2,0.0035521638727668936,0,0,0,0
571,2,0.0003662726728384955,0,0,0,0
572,2,0.002119104691893819,0,0,0,0
573,2,0.0017064595024292137,0,0,0,0
574,2,0.0007584452119533314,7,0,0,0
575,2,0.0024198209569382166,0,0,0,0
576,2,0.006202219316139418,0,0,0,0
577,2,0.002144483829369284,0,0,0,0
578,2,0.0012363587129468566,0,0,0,0
579,2,0.0014412592336596835,0,0,0,0
580,2,0.0049111154915322435,7,0,0,0
581,2,0.0032640238215348736,0,0,0,0
582,2,0.0011428128435147038,0,0,0,0
583,2,0.0003281142165527926,0,0,0,0
584,2,0.0014945165705303536,0,0,0,0
585,2,0.0009536916755813232,0,0,0,0
586,2,0.002566988092319959,0,0,0,0
587,2,0.0015908595305400826,0,0,0,0
588,2,0.0037733868409754226,0,0,0,0
589,2,0.008977034127447513,0,0,0,0
590,2,0.001598222292357983,0,0,0,0
591,2,0.0026149987335753705,0,0,0,0
592,1,0.000887020104921655,13,0,0,0
593,2,0.0007740282132504686,7,0,0,0
594,2,0.0008830192443548525,0,0,0,0
595,2,0.001242711554231893,0,0,0,0
596,2,0.0019578916945904045,0,0,0,0
597,2,0.0019678192561767968,0,0,0,0
598,2,0.0001737511643188655,0,0,0,0
599,2,0.0020153379526512225,0,0,0,0
600,2,0.0016537937316708198,0,0,0,0
601,2,0.005317707667531679,0,0,0,0
602,1,0.0016355101806964254,0,0,0,0
603,2,0.0009609175411469006,0,0,0,0
604,1,0.0036995477986969745,0,0,0,0
605,2,0.0030431947659688556,0,0,0,0
606,2,0.0043362650236967665,0,0,0,0
607,2,0.00275670374006792,0,0,0,0
608,1,0.00045664667358141857,0,0,0,0
609,2,0.0011304927715733006,0,0,0,0
610,1,0.00032700978183204855,0,0,0,0
611,2,0.0007854721836955435,0,0,0,0
612,2,0.005863883108880772,0,0,0,0
613,2,0.0034017279659110337,0,0,0,0
614,2,0.0011738729124140042,0,0,0,0
615,2,0.002014218021847773,0,0,0,0
616,2,0.0009757629663965651,0,0,0,0
617,1,0.001086215570128642,0,0,0,0
618,2,0.0010510653551986653,0,0,0,0
619,2,0.004561126531572625,0,0,0,0
620,2,0.0034613133868558596,0,0,0,0
621,2,0.0031395286359455934,0,0,0,0
622,1,1.7612547798427984e-05,0,0,0,0
623,2,0.004403379057125469,0,0,0,0
624,2,0.0060681931140383364,0,0,0,0
625,2,0.002697044013890737,0,0,0,0
626,2,0.003212928347451254,0,0,0,0
627,2,0.002264435097361081,0,0,0,0
628,2,0.0024729160969546114,0,0,0,0
629,2,0.005427791301706038,0,0,0,0
630,2,0.0004735464861154529,114,0,0,0
631,1,0.001319594528155452,0,0,0,0
632,1,0.00016724769812695076,0,0,0,0
633,2,0.00023298825787337792,0,0,0,0
634,1,0.003240790496232123,0,0,0,0
635,2,0.003586458078986394,0,0,0,0
636,2,0.008855456857008224,0,0,0,0
637,2,0.001211973358411638,0,0,0,0
638,2,0.0013984120545958054,0,0,0,0
639,2,0.0016914435030308868,0,0,0,0
640,2,0.0023741451035696887,0,0,0,0
641,2,0.007926786875591568,0,0,0,0
