n,k,risk,U,CG23,gain1,gain2
1.660000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,4.044848504499338332e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.670000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,4.021119400630410179e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.680000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.997667055460114166e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.690000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.974486655743456748e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.700000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.951573499192170130e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.710000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.928922991295968198e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.720000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.906530642252702135e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.730000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.884392064002706313e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.740000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.862502967363489609e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.750000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.840859159260402028e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.760000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.819456540050352594e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.770000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.798291100933855885e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.780000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.777358921453170815e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.790000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.756656167072223301e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.800000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.736179086835905022e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.810000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.715924011105476571e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.820000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.695887349366893532e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.830000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.676065588110073029e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.840000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.656455288775636164e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.850000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.637053085767200794e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.860000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.617855684526393584e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.870000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.598859859668862571e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.880000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.580062453178165655e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.890000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.561460372656299195e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.900000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,8.007504176766067072e-02,3.543050589628345820e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.910000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.524830137899507415e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.920000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.506796111962291046e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.930000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.488945665452603678e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.940000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.471276009652642797e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.950000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.453784412038952284e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.960000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.436468194874290477e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.970000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.419324733841371672e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.980000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.402351456717671307e-02,1.838531109499405292e-01,1.013203147745789928e-01
1.990000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.385545842089116714e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.000000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.368905418101861976e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.010000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.352427761250750121e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.020000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.336110495202914555e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.030000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.319951289655886928e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.040000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.303947859228270612e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.050000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.288097962382916656e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.060000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.272399400380248541e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.070000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.256850016262063247e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.080000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.241447693863738072e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.090000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.226190356854487934e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.100000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.211075967804517817e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.110000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.196102527278311956e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.120000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.181268072953213205e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.130000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.166570678762262864e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.140000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.152008454060915149e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.150000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.137579542816414102e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.160000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.123282122819428727e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.170000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.109114404917187949e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.180000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.095074632267130407e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.190000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.081161079611194342e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.200000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.067372052568995491e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.210000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.053705886950147316e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.220000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.040160948085146933e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.230000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.026735630173518418e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.240000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.013428355649308554e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.250000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,3.000237574563474965e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.260000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,2.987161763982148013e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.270000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,6.787018898481399221e-02,2.974199427400554471e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.280000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.961349094172323684e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.290000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.948609318953434449e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.300000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.935978681160246809e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.310000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.923455784441790842e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.320000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.911039256165139436e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.330000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.898727746914044751e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.340000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.886519930000179882e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.350000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.874414500986628360e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.360000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.862410177223390084e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.370000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.850505697394457513e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.380000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.838699821076072147e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.390000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.826991328305932666e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.400000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.815379019163248564e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.410000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.803861713358607802e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.420000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.792438249834345090e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.430000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.781107486374457399e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.440000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.769868299223871011e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.450000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.758719582717003224e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.460000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.747660248915382783e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.470000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.736689227253595938e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.480000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.725805464194096597e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.490000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.715007922889959083e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.500000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.704295582855599164e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.510000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.693667439645436659e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.520000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.683122504539922973e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.530000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.672659804239094564e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.540000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.662278380562980301e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.550000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.651977290159373765e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.560000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.641755604217864775e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.570000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.631612408191003408e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.580000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.621546801521404749e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.590000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.611557897375249918e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.600000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.601644822382047015e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.610000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.591806716379907102e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.620000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.582042732166954513e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.630000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.572352035258111333e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.640000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.562733803647341754e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.650000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.553187227575379539e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.660000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.543711509302416449e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.670000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.534305862885957369e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.680000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.524969513963564935e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.690000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.515701699540356592e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.700000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,5.745347380909487933e-02,2.506501667781231221e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.710000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.497368677807470030e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.720000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.488301999498057984e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.730000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.479300913294967337e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.740000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.470364710013032636e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.750000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.461492690653490842e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.760000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.452684166221903717e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.770000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.443938457549805002e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.780000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.435254895120083501e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.790000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.426632818896252292e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.800000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.418071578155250520e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.810000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.409570531323570672e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.820000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.401129045817307697e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.830000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.392746497884977105e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.840000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.384422272454162633e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.850000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.376155762980842676e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.860000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.367946371302294406e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.870000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.359793507492723846e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.880000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.351696589722063538e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.890000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.343655044117387218e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.900000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.335668304627625327e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.910000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.327735812890509640e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.920000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.319857018102626858e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.930000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.312031376891871687e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.940000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.304258353192618902e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.950000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.296537418123191510e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.960000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.288868049866108270e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.970000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.281249733550365366e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.980000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.273681961136344784e-02,1.838531109499405292e-01,1.013203147745789928e-01
2.990000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.266164231302886592e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.000000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.258696049336465783e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.010000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.251276927022945185e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.020000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.243906382540929514e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.030000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.236583940357645198e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.040000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.229309131126621865e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.050000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.222081491587403132e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.060000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.214900564467255778e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.070000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.207765898384772899e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.080000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.200677047755250290e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.090000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.193633572697926623e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.100000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.186635038945040563e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.110000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.179681017752627473e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.120000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.172771085812863837e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.130000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.165904825168308082e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.140000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.159081823127514954e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.150000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.152301672182500500e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.160000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.145563969927476861e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.170000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.138868318979386673e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.180000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.132214326899623327e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.190000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.125601606117570944e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.200000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.119029773855176865e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.210000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.878717610342121064e-02,2.112498452053172479e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.220000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.106007267298675920e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.230000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.099555850753851913e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.240000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.093143838086185260e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.250000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.086770869399879116e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.260000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.080436589168543557e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.270000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.074140646168976324e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.280000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.067882693416468742e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.290000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.061662388100825652e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.300000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.055479391523945196e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.310000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.049333369038284711e-02,1.838531109499405292e-01,1.013203147745789928e-01
