n,k,U,objective,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17
2.270000000000000000e+02,1.000000000000000000e+00,7.750282247529134694e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.280000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.290000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.300000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.310000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.320000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.330000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.340000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.350000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.360000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.370000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.380000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.390000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.400000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.410000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.420000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.430000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.440000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.450000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.460000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.470000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.480000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.490000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.500000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.510000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.520000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.530000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.540000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.550000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.560000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.570000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.580000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.590000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.600000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.610000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.620000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.630000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.640000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.650000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.660000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.670000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.680000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.690000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.700000000000000000e+02,1.000000000000000000e+00,6.561608638814735162e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.710000000000000000e+02,1.000000000000000000e+00,5.572096359405542126e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.720000000000000000e+02,1.000000000000000000e+00,5.572096359405542126e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.730000000000000000e+02,1.000000000000000000e+00,5.572096359405542126e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.740000000000000000e+02,1.000000000000000000e+00,5.572096359405542126e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
2.750000000000000000e+02,1.000000000000000000e+00,5.572096359405542126e-02,4.364963890655315204e+00,-2.301062453030262508e-02,2.052672307629394011e-02,-2.153497276189823006e-01,-2.053811297079219500e+00,2.933175381481759741e-02,-1.599016538959141809e-01,-3.983610275683976271e-02,-1.577636830712401572e+00,-5.367641090459830400e-01,-1.750723211292614379e-01,-2.075643176179398530e+00,-2.097327853829680511e-01,-3.786337680396491545e-01,-6.024092410157287913e-01,-1.620206200776279193e+00,-2.619085489124275620e-02,-2.171117390468376429e-01,-2.087238861527509481e+00
