n,k_hull,risk_hull,U_hull,U_per_time,k_box,risk_box,U_box
4.790000000000000000e+02,2.000000000000000000e+01,2.799335730480634332e-02,1.185494083322553155e-01,1.319820686956257594e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.800000000000000000e+02,2.000000000000000000e+01,2.799335730480634332e-02,1.185494083322553155e-01,1.317318844465809879e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.810000000000000000e+02,2.000000000000000000e+01,2.799335730480634332e-02,1.185494083322553155e-01,1.314825922756400478e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.820000000000000000e+02,2.000000000000000000e+01,2.799335730480634332e-02,1.185494083322553155e-01,1.312340166652697093e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.830000000000000000e+02,2.000000000000000000e+01,2.799335730480634332e-02,1.185494083322553155e-01,1.309866146215876992e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.840000000000000000e+02,2.100000000000000000e+01,2.744238863715775523e-02,1.221126111985656737e-01,1.342478740915105384e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.850000000000000000e+02,2.100000000000000000e+01,2.744238863715775523e-02,1.221126111985656737e-01,1.339958368806694888e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.860000000000000000e+02,2.100000000000000000e+01,2.744238863715775523e-02,1.221126111985656737e-01,1.337449482640301335e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.870000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.300064333202679279e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.880000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.297637308470200590e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.890000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.295217542740555727e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.929269496232969311e-02
4.900000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.292809041613062482e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.910000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.290411718749500947e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.920000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.288018671538413706e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.930000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.285636439940958664e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.940000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.283265204784041214e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.950000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.280901500570957585e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.960000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.185494083322553155e-01,1.278545106321072045e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.970000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.144789052859869344e-01,1.276199530631003665e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.980000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.144789052859869344e-01,1.273864631153703852e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
4.990000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.144789052859869344e-01,1.271533651549495436e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
5.000000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.144789052859869344e-01,1.269213316460532093e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
5.010000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.144789052859869344e-01,1.266903545873341308e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
5.020000000000000000e+02,2.000000000000000000e+01,2.680797261771805662e-02,1.144789052859869344e-01,1.264600718145522940e-01,4.000000000000000000e+00,7.057086487187724799e-03,4.435031168495337517e-02
5.030000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.262305213909978574e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.040000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.260020105569062410e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.050000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.257744979445687972e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.060000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.255473905186444694e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.070000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.253213061802598005e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.080000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.250962373440594744e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.090000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.248718102199920105e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.100000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.246481135019744391e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.110000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.244254162929293445e-01,3.000000000000000000e+00,6.612918065387884958e-03,4.278433956480096750e-02
5.120000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.242036545725938718e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.130000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.239823074303096490e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.140000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.237619441396627801e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.150000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.235425575045004803e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.160000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.144789052859869344e-01,1.233237656570365659e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.170000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.231056993757982249e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.180000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.228885945690668252e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.190000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.226723685799673141e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.200000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.224565631777458641e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.210000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.222417043837609185e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.220000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.220277853663178508e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.230000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.218144193325810948e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.240000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.216017714856272164e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.250000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.213900489953908951e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.260000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.211791541662817773e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.270000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.209686829310216566e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.280000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.207591229277681227e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.290000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.205504676664218150e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.300000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.203423282268363814e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.310000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.201348973742011189e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.320000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.199283575575311872e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.330000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.197225992639772002e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.340000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.195172649112936081e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.350000000000000000e+02,2.000000000000000000e+01,2.507944301882647498e-02,1.102696448344735042e-01,1.193128081656029266e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.360000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.223057548363393338e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.370000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.220974868823749143e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.380000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.218895528234706510e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.390000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.216824940201762933e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.400000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.214763164552278840e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.410000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.212706979736220408e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.420000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.210657110890556581e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.430000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.208615922649727698e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.440000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.206582507903222051e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.450000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.204553045524867777e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.460000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.202532134600950847e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.470000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.200519715717299901e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.480000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.198511750424380157e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.490000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.196510812954469233e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.500000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.194518242109483958e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.510000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.192532252578777929e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.520000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.190550990772691886e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.530000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.188577972646789188e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.540000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.099563695804794267e-01,1.186613141651585712e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.550000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.061828284679571521e-01,1.184651721099400368e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.560000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.061828284679571521e-01,1.182697966233631354e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.570000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.061828284679571521e-01,1.180752279065627741e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.580000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.061828284679571521e-01,1.178812076443670614e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.590000000000000000e+02,2.100000000000000000e+01,2.492315380667220470e-02,1.061828284679571521e-01,1.176877301094647610e-01,3.000000000000000000e+00,6.612918065387884958e-03,3.802861900227125919e-02
5.600000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.144240491007059851e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.610000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.142370696282298953e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.620000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.140504945753874066e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.630000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.138646781069699021e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.640000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.136796151525869408e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.650000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.134949380305654426e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.660000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.133108971930264081e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.670000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.131275991361751360e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.680000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.129449128126648744e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.690000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.127626219825400428e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.700000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.125810634038057062e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.710000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.124002322415784544e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.720000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.122197698024178930e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.730000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.120399257712137997e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.740000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.118607989172044209e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.750000000000000000e+02,2.000000000000000000e+01,2.360851413214193339e-02,1.025458747725246089e-01,1.116822596397690631e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.760000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,1.025458747725246089e-01,1.115041057025953769e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.770000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,1.025458747725246089e-01,1.113266588956831199e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.780000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,1.025458747725246089e-01,1.111499146060834914e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.790000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,1.025458747725246089e-01,1.109735242692085067e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.800000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.107977337094440268e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.810000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.106226358935217674e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.820000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.104481041092221921e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.830000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.102739464468816544e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.840000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.101004719364108847e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.850000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.099276761741602576e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.860000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.097552217137140046e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.870000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.095833477758469815e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.880000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.094121432522878884e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.890000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.092414855955083780e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.900000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.090711899225549897e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.910000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.089015545013485436e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.920000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.087325751257555567e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.930000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.085639263207990729e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.940000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.083958382769061868e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.950000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.082283973597511217e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.960000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.080614863133702308e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.970000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.078949243234984534e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.980000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.077290007033719355e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
5.990000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.075637114333809347e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.000000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.073987437409193307e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.010000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.072343166452111307e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.020000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.883181439444876926e-02,1.070705153729093612e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.030000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.069072289514760715e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.040000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.067442779874462760e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.050000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.065819444731285898e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.060000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.064202245651707096e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.070000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.062588188142969819e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.995868115399435483e-02
6.080000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.060979331860215785e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.090000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.059376530081352213e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.100000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.057778744613910721e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.110000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.056184172066288035e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.120000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.054595573910448031e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.130000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.053012913379492294e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.140000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.051433334435187411e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.150000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.049858749705477323e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.160000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.048290024548488159e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.170000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.046726199901023280e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.180000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.045165441803196510e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.190000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.043610466596110592e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.200000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.042061239089813462e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.210000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.040515046034014290e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.220000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.038973638649267200e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
6.230000000000000000e+02,2.000000000000000000e+01,2.216623193673894487e-02,9.522694231708149493e-02,1.037437904233509539e-01,4.000000000000000000e+00,5.166349026798799926e-03,3.601619659972852411e-02
