n,k,risk,U_anytime,U_per_time,L1,L2
2.480000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.673952709949862838e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.490000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.643793452333362048e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.500000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.613864061292675345e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.510000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.584161819770694257e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.520000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.554684054242280011e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.530000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.525428133835717681e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.540000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.496391469473406344e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.550000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.467571513035034025e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.560000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.438965756540224572e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.570000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.410571731350495461e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.580000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.382387007391588207e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.590000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.354409192392740768e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.600000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.326607551281632602e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.610000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.298920285116022366e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.620000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.271434753121746641e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.630000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.244148675971731122e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.640000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.217059809247592717e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.650000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.190165942765090246e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.660000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.163464899915374995e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.670000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.136954537021881539e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.680000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.110632742711527954e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.690000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.084497437300773581e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.700000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,6.767339651962583913e-02,8.058546572195444957e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.710000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,8.032778129304869730e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.720000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,8.007190120468445083e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.730000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.981707114217521937e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.740000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.956373049615107773e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.750000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.931215108559171167e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.760000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.906231392552810766e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.770000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.881420030839005053e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.780000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.856779179889213094e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.790000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.832307022903446658e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.800000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.808001769320875585e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.810000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.783861654342952296e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.820000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.759884938464430004e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.830000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.736069907017255332e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.840000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.712414869722136745e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.850000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.688905073014346003e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.860000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.665475314875416779e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.870000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.642201881424569299e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.880000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.619083155590573864e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.890000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.596117542976374426e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.900000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.573303471458105174e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.910000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.550639390792494854e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.920000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.528123772232730992e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.930000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.505755108152155353e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.940000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.483531911676606641e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.950000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.461452716323578593e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.960000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.439516075649767191e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.970000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.417720562905272264e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.980000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.396022913374909746e-02,1.658906822103888845e-01,1.470373061124380099e-01
2.990000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.374426479958426373e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.000000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.352968071208006162e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.010000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.331646319621511199e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.020000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.310459876062269657e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.030000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.289407409447759556e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.040000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.268487606444769267e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.050000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.247699171170958465e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.060000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.227040824902132565e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.070000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.206511305785733013e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.080000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.186109368560057720e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.090000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.165833784278761998e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.100000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.145683340041313059e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.110000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.125596054620497721e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.120000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.890238575258422565e-02,7.105622424511823243e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.130000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,7.085771291756948198e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.140000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,7.066041491829382071e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.150000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,7.046431875209251128e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.160000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,7.026941307138527548e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.170000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,7.007568667382300942e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.180000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.988312849993953690e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.190000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.969172763085651479e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.200000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.950147328602510055e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.210000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.931235482101437417e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.220000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.912436172534734691e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.230000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.893738826647659301e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.240000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.875098540423048299e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.250000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.856568498991617855e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.260000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.838147691748101831e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.270000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.819835120644683613e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.280000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.801629799994292347e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.290000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.783530756277018903e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.300000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.765537027951000482e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.310000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.747647665266087724e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.320000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.729861730081906912e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.330000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.712178295688296659e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.340000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.694596446629844100e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.350000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.677115278533300724e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.360000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.659711240987538361e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.370000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.642372534849556864e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.380000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.625132534510973226e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.390000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.607990369117851259e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.400000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.590945178230710189e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.410000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.573996111667605724e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.420000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.557142329349323340e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.430000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.540383001148564190e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.440000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.523717306740632604e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.450000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.507144435457719311e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.460000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.490663586145332953e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.470000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.474273967021300369e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.480000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.457974795537661794e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.490000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.441734329298538786e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.500000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.425563294332371778e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.510000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.409480995616746724e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.520000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.393486678579002325e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.530000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.377579597344000539e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.540000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.361759014607175355e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.550000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.346024201510679086e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.560000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.330374437521119058e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.570000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.314809010309481441e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.580000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.299327215633537813e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.590000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.283928357221608973e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.600000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.268611746659295825e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.610000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,5.136650841865951500e-02,6.253376703276970761e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.620000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.238186862561707902e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.630000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.223067499837389716e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.640000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.208028213870402795e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.650000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.193068347490927189e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.660000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.178187250839719397e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.670000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.163384281264891462e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.680000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.148658803221038888e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.690000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.134010188170605643e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.700000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.119437814485913923e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.710000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.104941067353449741e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.720000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.090519338679651479e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.730000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.076172026998190312e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.740000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.061898537378771629e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.750000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.047660536692623517e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.760000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.033491845014312543e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.770000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.019395671235191342e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.780000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,6.005371440284645174e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.790000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.991418583273182968e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.800000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.977536537408777162e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.810000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.963724745914043834e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.820000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.949982657945385861e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.830000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.936309728513194245e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.840000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.922705418403361594e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.850000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.909169194099812145e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.860000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.895700527708794964e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.870000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.882298743783917483e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.880000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.868925959579339435e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.890000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.855619575486972067e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.900000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.842379080712473832e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.910000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.829203969787422751e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.920000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.816093742498978231e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.930000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.803047903821468428e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.940000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.790065963847867286e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.950000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.777147437723393480e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.960000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.764291845579912199e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.970000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.751498712470743541e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.980000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.738767568307320127e-02,1.658906822103888845e-01,1.470373061124380099e-01
3.990000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.726097947796283255e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.000000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.713487208659503297e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.010000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.700904977813423674e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.020000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.688383249110518652e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.030000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.675921571860080561e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.040000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.663519499921583489e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.050000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.651176591647232017e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.060000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.638892409824144275e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.070000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.626666521618781808e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.080000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.614498498521271891e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.090000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.602387916290951092e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.100000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.590334354902880276e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.110000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.578337398494708638e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.120000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.566396635314630609e-02,1.658906822103888845e-01,1.470373061124380099e-01
4.130000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,4.470779190771206196e-02,5.554508888695270513e-02,1.658906822103888845e-01,1.470373061124380099e-01
