n,k,risk,U_anytime,U_per_time,L1,L2
7.900000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,2.006380046853690757e-01,2.242835672506497680e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.000000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,2.006380046853690757e-01,2.220861769287642562e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.100000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,2.006380046853690757e-01,2.199082901701115700e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.200000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,2.006380046853690757e-01,2.177776483253943962e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.300000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.156926613323663366e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.400000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.136518114505301935e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.500000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.116536491319050695e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.600000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.096967891743883594e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.700000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.077799071353303162e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.800000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.059017359848303308e-01,1.484052213965904865e-01,1.981063494329630414e-01
8.900000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.040610629801344889e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.000000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.022567267441525429e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.100000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,2.004876145326049686e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.200000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,1.987374362111291315e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.300000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,1.970152409205071231e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.400000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,1.953260251156735128e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.500000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.749826760924720059e-01,1.936688086932124853e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.600000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.920426509461331255e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.700000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.904466485737278947e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.800000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.888799338121465998e-01,1.484052213965904865e-01,1.981063494329630414e-01
9.900000000000000000e+01,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.873416726771260088e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.000000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.858310633110495935e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.010000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.843473344271582548e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.020000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.828897438442317058e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.030000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.814536566161630837e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.040000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.800311142941388443e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.050000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.786331975847026687e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.060000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.772592448115102026e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.070000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.759086183581370644e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.080000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.745807035678042796e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.090000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.732749077035442842e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.100000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.719906589649719819e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.110000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.538229695287303411e-01,1.707274055580438321e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.120000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.694846148144949771e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.130000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.682617723578631597e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.140000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.670583813132244244e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.150000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.658662616970019155e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.160000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.646891938217069640e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.170000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.635305539134378483e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.180000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.623898941462076639e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.190000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.612667814277410905e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.200000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.601607967894576323e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.210000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.590715348068245938e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.220000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.579986030483078174e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.230000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.569416215512837998e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.240000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.559002223233863227e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.250000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.548740488678344296e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.260000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.538627557313859417e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.270000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.528574052823653273e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.280000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.518663945885272704e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.290000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.338842421991309484e-01,1.508895465860380647e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.300000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.499265471054560817e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.310000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.489770914154522063e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.320000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.480408838658504589e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.330000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.471176375468815911e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.340000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.462070739638325623e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.350000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.453089227262698846e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.360000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.444229212510659832e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.370000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.435488144785329601e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.380000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.426849771379966325e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.390000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.418271211567183610e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.400000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.409806272647807224e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.410000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.401452618767162484e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.420000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.393207979118286921e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.430000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.385070145660412255e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.440000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.377036970933922799e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.450000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.369106365966785421e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.460000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.361276298268202789e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.470000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.353544789904900514e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.480000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.345909915656516020e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.490000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.338369801245918589e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.500000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.169016246912600171e-01,1.330904762015694687e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.510000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.323494744458084960e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.520000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.316175549364101138e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.530000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.308945448982202497e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.540000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.301802760089946498e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.550000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.294745842548141457e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.560000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.287773097911512343e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.570000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.280882968093331464e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.580000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.274073934081532689e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.590000000000000000e+02,2.000000000000000000e+00,9.017251746762048464e-03,1.018627654365166918e-01,1.267344514704049907e-01,1.484052213965904865e-01,1.981063494329630414e-01
1.600000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,1.018627654365166918e-01,1.260693265441086564e-01,1.658906822103888845e-01,1.470373061124380099e-01
1.610000000000000000e+02,2.000000000000000000e+00,2.920118036769999131e-03,1.018627654365166918e-01,1.254118777282296759e-01,1.658906822103888845e-01,1.470373061124380099e-01
